"","species","filepath","filename","sdm_max_value","taxon_group","n_obs_inat","n_obs_ebird","include"
"119","Dendragapus obscurus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Dendragapus.obscurus_NAs_pu_mask.tif","Dendragapus.obscurus_NAs_pu_mask.tif",0.924845099449158,"Bird",0,0,NA
"120","Dendroica petechia","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Dendroica.petechia_NAs_pu_mask.tif","Dendroica.petechia_NAs_pu_mask.tif",0.946833729743958,"Bird",2,60,"y"
"121","Dendroica townsendi","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Dendroica.townsendi_NAs_pu_mask.tif","Dendroica.townsendi_NAs_pu_mask.tif",0.954972624778748,"Bird",5,299,"y"
"122","Dolichonyx oryzivorus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Dolichonyx.oryzivorus_NAs_pu_mask.tif","Dolichonyx.oryzivorus_NAs_pu_mask.tif",0.396848767995834,"Bird",0,0,NA
"123","Dryocopus pileatus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Dryocopus.pileatus_NAs_pu_mask.tif","Dryocopus.pileatus_NAs_pu_mask.tif",0.967658221721649,"Bird",39,669,"y"
"124","Dumetella carolinensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Dumetella.carolinensis_NAs_pu_mask.tif","Dumetella.carolinensis_NAs_pu_mask.tif",0.574160099029541,"Bird",0,2,"y"
"125","Empidonax alnorum","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.alnorum_NAs_pu_mask.tif","Empidonax.alnorum_NAs_pu_mask.tif",0.214846357703209,"Bird",0,0,NA
"126","Empidonax difficilis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.difficilis_NAs_pu_mask.tif","Empidonax.difficilis_NAs_pu_mask.tif",0.97299998998642,"Bird",5,600,"y"
"127","Empidonax flaviventris","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.flaviventris_NAs_pu_mask.tif","Empidonax.flaviventris_NAs_pu_mask.tif",0.335999995470047,"Bird",0,0,NA
"128","Empidonax hammondii","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.hammondii_NAs_pu_mask.tif","Empidonax.hammondii_NAs_pu_mask.tif",0.947380423545837,"Bird",3,114,"y"
"129","Empidonax minimus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.minimus_NAs_pu_mask.tif","Empidonax.minimus_NAs_pu_mask.tif",0.378771990537643,"Bird",0,0,NA
"130","Empidonax oberholseri","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.oberholseri_NAs_pu_mask.tif","Empidonax.oberholseri_NAs_pu_mask.tif",0.438104331493378,"Bird",0,0,NA
"131","Empidonax occidentalis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.occidentalis_NAs_pu_mask.tif","Empidonax.occidentalis_NAs_pu_mask.tif",0.264921873807907,"Bird",4,0,NA
"132","Empidonax traillii","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.traillii_NAs_pu_mask.tif","Empidonax.traillii_NAs_pu_mask.tif",0.958747804164886,"Bird",4,133,"y"
"133","Empidonax wrightii","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Empidonax.wrightii_NAs_pu_mask.tif","Empidonax.wrightii_NAs_pu_mask.tif",0.081123910844326,"Bird",0,0,NA
"134","Eremophila alpestris","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Eremophila.alpestris_NAs_pu_mask.tif","Eremophila.alpestris_NAs_pu_mask.tif",0.922934949398041,"Bird",0,0,NA
"135","Esox lucius","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Esox.lucius_NAs_pu_mask.tif","Esox.lucius_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"136","Euphagus carolinus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Euphagus.carolinus_NAs_pu_mask.tif","Euphagus.carolinus_NAs_pu_mask.tif",0.896221697330475,"Bird",0,0,NA
"137","Euphagus cyanocephalus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Euphagus.cyanocephalus_NAs_pu_mask.tif","Euphagus.cyanocephalus_NAs_pu_mask.tif",0.889998972415924,"Bird",0,8,"y"
"138","Falcipennis canadensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Falcipennis.canadensis_NAs_pu_mask.tif","Falcipennis.canadensis_NAs_pu_mask.tif",0.534754037857056,"Bird",0,0,NA
"139","Falco columbarius","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Falco.columbarius_NAs_pu_mask.tif","Falco.columbarius_NAs_pu_mask.tif",0.962234556674957,"Bird",6,110,"y"
"140","Falco mexicanus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Falco.mexicanus_NAs_pu_mask.tif","Falco.mexicanus_NAs_pu_mask.tif",0.42017588019371,"Bird",0,0,NA
"141","Falco peregrinus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Falco.peregrinus_NAs_pu_mask.tif","Falco.peregrinus_NAs_pu_mask.tif",0.98199999332428,"Bird",5,17,"y"
"142","Falco rusticolus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Falco.rusticolus_NAs_pu_mask.tif","Falco.rusticolus_NAs_pu_mask.tif",0.954539835453033,"Bird",0,0,NA
"143","Falco sparverius","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Falco.sparverius_NAs_pu_mask.tif","Falco.sparverius_NAs_pu_mask.tif",0.915393173694611,"Bird",1,5,"y"
"144","Fulica americana","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Fulica.americana_NAs_pu_mask.tif","Fulica.americana_NAs_pu_mask.tif",0.979339063167572,"Bird",3,112,"y"
"145","Gallinago delicata","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Gallinago.delicata_NAs_pu_mask.tif","Gallinago.delicata_NAs_pu_mask.tif",0.905171751976013,"Bird",0,1,"y"
"146","Gasterosteus aculeatus","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Gasterosteus.aculeatus_NAs_pu_mask.tif","Gasterosteus.aculeatus_NAs_pu_mask.tif",NA,"Fish",6,NA,NA
"147","Gavia immer","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Gavia.immer_NAs_pu_mask.tif","Gavia.immer_NAs_pu_mask.tif",0.966967225074768,"Bird",9,287,"y"
"148","Gavia pacifica","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Gavia.pacifica_NAs_pu_mask.tif","Gavia.pacifica_NAs_pu_mask.tif",0.982683062553406,"Bird",0,150,"y"
"149","Gavia stellata","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Gavia.stellata_NAs_pu_mask.tif","Gavia.stellata_NAs_pu_mask.tif",0.984152674674988,"Bird",0,48,"y"
"150","Geothlypis tolmiei","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Geothlypis.tolmiei_NAs_pu_mask.tif","Geothlypis.tolmiei_NAs_pu_mask.tif",0.950922787189484,"Bird",1,30,"y"
"151","Geothlypis trichas","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Geothlypis.trichas_NAs_pu_mask.tif","Geothlypis.trichas_NAs_pu_mask.tif",0.931525349617004,"Bird",7,197,"y"
"152","Glaucidium gnoma","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Glaucidium.gnoma_NAs_pu_mask.tif","Glaucidium.gnoma_NAs_pu_mask.tif",0.955154836177826,"Bird",1,2,"y"
"153","Glaucomys sabrinus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Glaucomys.sabrinus_NAs_pu_mask.tif","Glaucomys.sabrinus_NAs_pu_mask.tif",0.762415945529938,"MammalSmall",1,NA,"y"
"154","Grus canadensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Grus.canadensis_NAs_pu_mask.tif","Grus.canadensis_NAs_pu_mask.tif",0.750392258167267,"Bird",0,2,"y"
"155","Haematopus bachmani","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Haematopus.bachmani_NAs_pu_mask.tif","Haematopus.bachmani_NAs_pu_mask.tif",0.99167412519455,"Bird",13,500,"y"
"156","Haliaeetus leucocephalus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Haliaeetus.leucocephalus_NAs_pu_mask.tif","Haliaeetus.leucocephalus_NAs_pu_mask.tif",0.976999998092651,"Bird",40,1176,"y"
"157","Himantopus mexicanus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Himantopus.mexicanus_NAs_pu_mask.tif","Himantopus.mexicanus_NAs_pu_mask.tif",0.778232574462891,"Bird",0,0,NA
"158","Hirundo rustica","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Hirundo.rustica_NAs_pu_mask.tif","Hirundo.rustica_NAs_pu_mask.tif",0.958999991416931,"Bird",5,135,"y"
"159","Histrionicus histrionicus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Histrionicus.histrionicus_NAs_pu_mask.tif","Histrionicus.histrionicus_NAs_pu_mask.tif",0.981829941272736,"Bird",4,70,"y"
"160","Hydroprogne caspia","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Hydroprogne.caspia_NAs_pu_mask.tif","Hydroprogne.caspia_NAs_pu_mask.tif",0.988474667072296,"Bird",0,14,"y"
"161","Icteria virens","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Icteria.virens_NAs_pu_mask.tif","Icteria.virens_NAs_pu_mask.tif",NA,"Bird",0,0,NA
"162","Icterus bullockii","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Icterus.bullockii_NAs_pu_mask.tif","Icterus.bullockii_NAs_pu_mask.tif",0.757929563522339,"Bird",0,4,"y"
"163","Icterus galbula","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Icterus.galbula_NAs_pu_mask.tif","Icterus.galbula_NAs_pu_mask.tif",0.710072815418243,"Bird",0,0,NA
"164","Ixoreus naevius","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Ixoreus.naevius_NAs_pu_mask.tif","Ixoreus.naevius_NAs_pu_mask.tif",0.973954081535339,"Bird",25,579,"y"
"165","Junco hyemalis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Junco.hyemalis_NAs_pu_mask.tif","Junco.hyemalis_NAs_pu_mask.tif",0.965332090854645,"Bird",31,1317,"y"
"166","Junco oregonus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Junco.oregonus_NAs_pu_mask.tif","Junco.oregonus_NAs_pu_mask.tif",0.671952188014984,"Bird",0,0,NA
"167","Lagopus lagopus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Lagopus.lagopus_NAs_pu_mask.tif","Lagopus.lagopus_NAs_pu_mask.tif",0.143788665533066,"Bird",3,0,NA
"168","Lagopus leucura","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Lagopus.leucura_NAs_pu_mask.tif","Lagopus.leucura_NAs_pu_mask.tif",0.440188884735107,"Bird",0,0,NA
"169","Lagopus muta","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Lagopus.muta_NAs_pu_mask.tif","Lagopus.muta_NAs_pu_mask.tif",0.411671817302704,"Bird",0,0,NA
"170","Lanius excubitor","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Lanius.excubitor_NAs_pu_mask.tif","Lanius.excubitor_NAs_pu_mask.tif",0.944831907749176,"Bird",0,0,NA
"171","Larus argentatus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Larus.argentatus_NAs_pu_mask.tif","Larus.argentatus_NAs_pu_mask.tif",0.979273080825806,"Bird",0,23,"y"
"172","Larus californicus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Larus.californicus_NAs_pu_mask.tif","Larus.californicus_NAs_pu_mask.tif",0.974129140377045,"Bird",1,167,"y"
"173","Larus canus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Larus.canus_NAs_pu_mask.tif","Larus.canus_NAs_pu_mask.tif",0.989169538021088,"Bird",19,819,"y"
"174","Larus delawarensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Larus.delawarensis_NAs_pu_mask.tif","Larus.delawarensis_NAs_pu_mask.tif",0.975586652755737,"Bird",4,115,"y"
"175","Larus glaucescens","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Larus.glaucescens_NAs_pu_mask.tif","Larus.glaucescens_NAs_pu_mask.tif",0.992454469203949,"Bird",38,1887,"y"
"176","Larus hyperboreus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Larus.hyperboreus_NAs_pu_mask.tif","Larus.hyperboreus_NAs_pu_mask.tif",0.98199999332428,"Bird",0,0,NA
"177","Larus occidentalis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Larus.occidentalis_NAs_pu_mask.tif","Larus.occidentalis_NAs_pu_mask.tif",0.848313987255096,"Bird",15,2,"y"
"178","Larus thayeri","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Larus.thayeri_NAs_pu_mask.tif","Larus.thayeri_NAs_pu_mask.tif",0.986000001430511,"Bird",0,0,NA
"179","Lemmus sibiricus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Lemmus.sibiricus_NAs_pu_mask.tif","Lemmus.sibiricus_NAs_pu_mask.tif",NA,"MammalSmall",0,NA,NA
"180","Lepus americanus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Lepus.americanus_NAs_pu_mask.tif","Lepus.americanus_NAs_pu_mask.tif",0.756226062774658,"MammalSmall",0,NA,NA
"181","Leucophaeus pipixcan","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Leucophaeus.pipixcan_NAs_pu_mask.tif","Leucophaeus.pipixcan_NAs_pu_mask.tif",0.915409684181213,"Bird",0,0,NA
"182","Leucosticte tephrocotis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Leucosticte.tephrocotis_NAs_pu_mask.tif","Leucosticte.tephrocotis_NAs_pu_mask.tif",0.930850267410278,"Bird",0,0,NA
"183","Limnodromus griseus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Limnodromus.griseus_NAs_pu_mask.tif","Limnodromus.griseus_NAs_pu_mask.tif",0.972864627838135,"Bird",0,0,NA
"184","Limnodromus scolopaceus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Limnodromus.scolopaceus_NAs_pu_mask.tif","Limnodromus.scolopaceus_NAs_pu_mask.tif",0.962592422962189,"Bird",0,2,"y"
"185","Limosa haemastica","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Limosa.haemastica_NAs_pu_mask.tif","Limosa.haemastica_NAs_pu_mask.tif",0.717210829257965,"Bird",0,0,NA
"186","Lophodytes cucullatus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Lophodytes.cucullatus_NAs_pu_mask.tif","Lophodytes.cucullatus_NAs_pu_mask.tif",0.98078590631485,"Bird",19,486,"y"
"187","Lota lota","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Lota.lota_NAs_pu_mask.tif","Lota.lota_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"188","Loxia curvirostra","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Loxia.curvirostra_NAs_pu_mask.tif","Loxia.curvirostra_NAs_pu_mask.tif",0.964999973773956,"Bird",3,218,"y"
"189","Loxia leucoptera","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Loxia.leucoptera_NAs_pu_mask.tif","Loxia.leucoptera_NAs_pu_mask.tif",0.774999976158142,"Bird",0,0,NA
"190","Martes americana","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Martes.americana_NAs_pu_mask.tif","Martes.americana_NAs_pu_mask.tif",0.677999973297119,"MammalSmall",0,NA,NA
"191","Megaceryle alcyon","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Megaceryle.alcyon_NAs_pu_mask.tif","Megaceryle.alcyon_NAs_pu_mask.tif",0.980617821216583,"Bird",8,761,"y"
"192","Megascops kennicottii","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Megascops.kennicottii_NAs_pu_mask.tif","Megascops.kennicottii_NAs_pu_mask.tif",0.974827647209167,"Bird",0,0,NA
"193","Melanerpes lewis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Melanerpes.lewis_NAs_pu_mask.tif","Melanerpes.lewis_NAs_pu_mask.tif",0.806265950202942,"Bird",0,0,NA
"194","Melanitta fusca","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Melanitta.fusca_NAs_pu_mask.tif","Melanitta.fusca_NAs_pu_mask.tif",0.979795396327972,"Bird",0,58,"y"
"195","Melanitta nigra","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Melanitta.nigra_NAs_pu_mask.tif","Melanitta.nigra_NAs_pu_mask.tif",0.945422470569611,"Bird",1,28,"y"
"196","Melanitta perspicillata","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Melanitta.perspicillata_NAs_pu_mask.tif","Melanitta.perspicillata_NAs_pu_mask.tif",0.986482858657837,"Bird",11,711,"y"
"197","Melospiza georgiana","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Melospiza.georgiana_NAs_pu_mask.tif","Melospiza.georgiana_NAs_pu_mask.tif",0.939409077167511,"Bird",1,3,"y"
"198","Melospiza lincolnii","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Melospiza.lincolnii_NAs_pu_mask.tif","Melospiza.lincolnii_NAs_pu_mask.tif",0.92952698469162,"Bird",2,31,"y"
"199","Melospiza melodia","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Melospiza.melodia_NAs_pu_mask.tif","Melospiza.melodia_NAs_pu_mask.tif",0.972461402416229,"Bird",23,1509,"y"
"200","Mergus merganser","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Mergus.merganser_NAs_pu_mask.tif","Mergus.merganser_NAs_pu_mask.tif",0.462999999523163,"Bird",38,945,NA
"201","Mergus serrator","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Mergus.serrator_NAs_pu_mask.tif","Mergus.serrator_NAs_pu_mask.tif",0.985425591468811,"Bird",4,174,"y"
"202","Microtus longicaudus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Microtus.longicaudus_NAs_pu_mask.tif","Microtus.longicaudus_NAs_pu_mask.tif",0.4852554500103,"MammalSmall",0,NA,NA
"203","Microtus pennsylvanicus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Microtus.pennsylvanicus_NAs_pu_mask.tif","Microtus.pennsylvanicus_NAs_pu_mask.tif",0.299802154302597,"MammalSmall",0,NA,NA
"204","Microtus townsendii","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Microtus.townsendii_NAs_pu_mask.tif","Microtus.townsendii_NAs_pu_mask.tif",0.968206822872162,"MammalSmall",0,NA,"y"
"205","Mniotilta varia","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Mniotilta.varia_NAs_pu_mask.tif","Mniotilta.varia_NAs_pu_mask.tif",0.912607073783875,"Bird",0,0,NA
"206","Molothrus ater","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Molothrus.ater_NAs_pu_mask.tif","Molothrus.ater_NAs_pu_mask.tif",0.952000021934509,"Bird",10,120,"y"
"207","Mustela erminea","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Mustela.erminea_NAs_pu_mask.tif","Mustela.erminea_NAs_pu_mask.tif",0.637000024318695,"MammalSmall",0,NA,"y"
"208","Myadestes townsendi","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Myadestes.townsendi_NAs_pu_mask.tif","Myadestes.townsendi_NAs_pu_mask.tif",0.932154655456543,"Bird",1,14,"y"
"209","Mylocheilus caurinus","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Mylocheilus.caurinus_NAs_pu_mask.tif","Mylocheilus.caurinus_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"210","Myodes gapperi","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Myodes.gapperi_NAs_pu_mask.tif","Myodes.gapperi_NAs_pu_mask.tif",0.507533252239227,"MammalSmall",0,NA,NA
"211","Myodes rutilus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Myodes.rutilus_NAs_pu_mask.tif","Myodes.rutilus_NAs_pu_mask.tif",0.0994087755680084,"MammalSmall",0,NA,NA
"212","Myotis lucifugus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Myotis.lucifugus_NAs_pu_mask.tif","Myotis.lucifugus_NAs_pu_mask.tif",0.836000144481659,"MammalSmall",2,NA,"y"
"213","Neotoma cinerea","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Neotoma.cinerea_NAs_pu_mask.tif","Neotoma.cinerea_NAs_pu_mask.tif",0.542335510253906,"MammalSmall",0,NA,NA
"214","Neovison vison","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Neovison.vison_NAs_pu_mask.tif","Neovison.vison_NAs_pu_mask.tif",0.839226067066193,"MammalSmall",8,NA,"y"
"215","Nucifraga columbiana","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Nucifraga.columbiana_NAs_pu_mask.tif","Nucifraga.columbiana_NAs_pu_mask.tif",0.13139209151268,"Bird",0,0,NA
"216","Numenius americanus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Numenius.americanus_NAs_pu_mask.tif","Numenius.americanus_NAs_pu_mask.tif",0.858626186847687,"Bird",0,0,NA
"217","Numenius phaeopus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Numenius.phaeopus_NAs_pu_mask.tif","Numenius.phaeopus_NAs_pu_mask.tif",0.964853823184967,"Bird",0,0,NA
"218","Ochotona princeps","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Ochotona.princeps_NAs_pu_mask.tif","Ochotona.princeps_NAs_pu_mask.tif",0.336079716682434,"MammalSmall",0,NA,NA
"219","Oncohynchus gorbuscha","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Oncohynchus.gorbuscha_NAs_pu_mask.tif","Oncohynchus.gorbuscha_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"220","Oncorhynchus clarkia.clarkii","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Oncorhynchus.clarkia.clarkii_NAs_pu_mask.tif","Oncorhynchus.clarkia.clarkii_NAs_pu_mask.tif",0.806999981403351,"Fish",0,NA,NA
"221","Oncorhynchus clarkia.lewisi","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Oncorhynchus.clarkia.lewisi_NAs_pu_mask.tif","Oncorhynchus.clarkia.lewisi_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"222","Oncorhynchus keta","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Oncorhynchus.keta_NAs_pu_mask.tif","Oncorhynchus.keta_NAs_pu_mask.tif",NA,"Fish",3,NA,NA
"223","Oncorhynchus kisutch","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Oncorhynchus.kisutch_NAs_pu_mask.tif","Oncorhynchus.kisutch_NAs_pu_mask.tif",0.638999998569489,"Fish",5,NA,"y"
"224","Oncorhynchus mykiss","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Oncorhynchus.mykiss_NAs_pu_mask.tif","Oncorhynchus.mykiss_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"225","Oncorhynchus nerka","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Oncorhynchus.nerka_NAs_pu_mask.tif","Oncorhynchus.nerka_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"226","Oncorhynchus tshawytscha","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Oncorhynchus.tshawytscha_NAs_pu_mask.tif","Oncorhynchus.tshawytscha_NAs_pu_mask.tif",0.185000002384186,"Fish",2,NA,NA
"227","Oreoscoptes montanus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Oreoscoptes.montanus_NAs_pu_mask.tif","Oreoscoptes.montanus_NAs_pu_mask.tif",0.868759274482727,"Bird",0,0,NA
"228","Oreothlypis celata","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Oreothlypis.celata_NAs_pu_mask.tif","Oreothlypis.celata_NAs_pu_mask.tif",0.95010644197464,"Bird",8,176,"y"
"229","Oreothlypis peregrina","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Oreothlypis.peregrina_NAs_pu_mask.tif","Oreothlypis.peregrina_NAs_pu_mask.tif",0.12611249089241,"Bird",0,0,NA
"230","Oreothlypis ruficapilla","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Oreothlypis.ruficapilla_NAs_pu_mask.tif","Oreothlypis.ruficapilla_NAs_pu_mask.tif",0.795890808105469,"Bird",0,7,"y"
"231","Otus flammeolus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Otus.flammeolus_NAs_pu_mask.tif","Otus.flammeolus_NAs_pu_mask.tif",0.408010065555573,"Bird",0,0,NA
"232","Oxyura jamaicensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Oxyura.jamaicensis_NAs_pu_mask.tif","Oxyura.jamaicensis_NAs_pu_mask.tif",0.936682462692261,"Bird",1,8,"y"
"233","Pandion haliaetus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Pandion.haliaetus_NAs_pu_mask.tif","Pandion.haliaetus_NAs_pu_mask.tif",0.954291462898254,"Bird",1,8,"y"
"234","Parkesia noveboracensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Parkesia.noveboracensis_NAs_pu_mask.tif","Parkesia.noveboracensis_NAs_pu_mask.tif",0.390946686267853,"Bird",0,1,NA
"235","Passerculus sandwichensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Passerculus.sandwichensis_NAs_pu_mask.tif","Passerculus.sandwichensis_NAs_pu_mask.tif",0.944592475891113,"Bird",4,40,"y"
"236","Passerella iliaca","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Passerella.iliaca_NAs_pu_mask.tif","Passerella.iliaca_NAs_pu_mask.tif",0.982413828372955,"Bird",5,183,"y"
"237","Passerina amoena","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Passerina.amoena_NAs_pu_mask.tif","Passerina.amoena_NAs_pu_mask.tif",0.912653386592865,"Bird",0,0,NA
"238","Patagioenas fasciata","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Patagioenas.fasciata_NAs_pu_mask.tif","Patagioenas.fasciata_NAs_pu_mask.tif",0.990573704242706,"Bird",6,138,"y"
"239","Pelecanus erythrorhynchos","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Pelecanus.erythrorhynchos_NAs_pu_mask.tif","Pelecanus.erythrorhynchos_NAs_pu_mask.tif",0.0812324434518814,"Bird",0,0,NA
"240","Percopsis omiscomaycus","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Percopsis.omiscomaycus_NAs_pu_mask.tif","Percopsis.omiscomaycus_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"241","Perisoreus canadensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Perisoreus.canadensis_NAs_pu_mask.tif","Perisoreus.canadensis_NAs_pu_mask.tif",0.736724257469177,"Bird",0,0,NA
"242","Peromyscus keeni","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Peromyscus.keeni_NAs_pu_mask.tif","Peromyscus.keeni_NAs_pu_mask.tif",0.815999984741211,"Bird",0,0,"y"
